id;segment;delivery_type;logistic_status;push_title;push_subtitle;email_subject;email_snippet;email_title;email_body;email_button
133;B2C;Постаматы;Order_lost;Авито Доставка;Что то случилось*— заказ не*привезут. Рассрочка автоматически отменилась;Что то случилось* заказ не*доставят;Рассрочка отменилась;Служба доставки не*сможет привезти заказ;К*сожалению, в*пути возникли проблемы. Простите, что так вышло*🙏\n\nРассрочка автоматически отменилась. Если вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
134;B2C;Постаматы;Order_unconfirmed / Unconfirmed;Авито Доставка;Не*удалось создать заказ. Попробуйте выбрать другой пункт выдачи. Рассрочка автоматически отменилась;Не*удалось создать заказ;Попробуйте выбрать другой постамат;Не*удалось создать заказ;Попробуйте выбрать другой постамат или пункт выдачи и*оформить покупку ещё раз.\n\nРассрочка автоматически отменилась. Если вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
135;B2C;Постаматы;Canceled_by_mo;Авито Доставка;Заказ отменён* из за технического сбоя — вместе с*ним отменилась рассрочка;Заказ отменён;Рассрочка отменилась вместе с*ним;Заказ отменён;Случился технический сбой. Простите, что так вышло 🙏\n\nРассрочка автоматически отменилась. Если вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
136;B2C;Постаматы;Canceled_by_stocks;Авито Доставка;Заказ пришлось отменить: другой покупатель оформил доставку чуть раньше. Рассрочка тоже отменилась;Заказ пришлось отменить;Рассрочка отменилась вместе с*ним;Заказ пришлось отменить: товар закончился*😔;Рассрочка тоже автоматически отменилась.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
137;B2C;Постаматы;Canceled_by_refund;Авито Доставка;Заказ отменён*— вместе с*ним отменилась рассрочка;Заказ отменён;Рассрочка отменилась вместе с*ним;Заказ отменён: простите, что так вышло*🙏;Рассрочка тоже автоматически отменилась.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
138;B2C;DBS ПВЗ;Paid;Авито Доставка;Заказ в*рассрочку оформлен, ждём подтверждения от*продавца;Заказ в рассрочку оформлен;Ждём, когда продавец его подтвердит;Заказ в рассрочку оформлен;Ждём, когда продавец его подтвердит. Напоминаем: это доставка силами продавца*— уточните у*него условия проверки и*возврата товара.\n\nВсе детали по*рассрочке, графику платежей и*погашению вынесли на*страницу заказа*— ознакомьтесь с ними.;На страницу заказа
139;B2C;DBS ПВЗ;Confirmed;Авито Доставка;Заказ в рассрочку подтверждён. Ждём от*продавца трек-номер посылки;Заказ в рассрочку подтверждён;Ждём от*продавца трек-номер посылки;Заказ подтверждён;Теперь продавец должен отправить вам трек номер посылки.\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.;На страницу заказа
140;B2C;DBS ПВЗ;Unconfirmed;Авито Доставка;Заказ отменён — продавец не*успел его подтвердить. Рассрочка автоматически отменилась;Заказ в рассрочку отменён;Продавец не*успел его подтвердить;Заказ отменён;Продавец не*успел его подтвердить.\n\nРассрочка тоже отменилась. Попробуйте оформить заказ ещё раз.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
141;B2C;DBS ПВЗ;Placed;Авито Доставка;Продавец отправит заказ в*рассрочку до*10*мая включительно, уже есть трек-номер;Получили трек номер;Продавец отправит заказ до*10*мая включительно;Трек номер: 1239874424521;Продавец отправит заказ до*10*мая включительно. Вы можете отследить посылку на*cdek.ru.\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.;На страницу заказа
142;B2C;DBS ПВЗ;Performed;Авито Доставка;Заказ в*рассрочку в*пути. Примерный срок доставки*— до*1*июня;Заказ в пути;Его доставят до*1*июня;Заказ в*пути;Примерный срок доставки*— до*20*мая. Вы можете отследить посылку на*cdek.ru.\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.;На страницу заказа
143;B2C;DBS ПВЗ;Provided / Delivered (Текст отличается от C2C);Авито Доставка;Заказ в*рассрочку доставили*— получите его в*пункте выдачи. Возьмите с*собой паспорт;Заказ доставили;Получите его по*паспорту;Заберите заказ;Возьмите с*собой паспорт. Cрок хранения можно уточнить у продавца или*у*службы доставки, а*адрес пункта, номер получения и правила проверки*— на*странице заказа.\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— также на*странице заказа.;На страницу заказа
144;B2C;DBS ПВЗ;Received;Авито Доставка;Подтвердите получение, если заказ в*рассрочку уже у*вас;Подтвердите получение;Если заказ доставили;Подтвердите получение;Если посылку уже доставили, откройте страницу заказа и*нажмите кнопку*— мы*напишем продавцу, что всё хорошо и*можно принимать оплату.\n\n13*апреля заказ закроется автоматически.\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.;На страницу заказа
145;B2C;DBS ПВЗ;Accepted;Авито Доставка;Поздравляем с*покупкой*🎉 Проверьте график платежей по*рассрочке;Поздравляем с*покупкой*🎉;Проверьте график платежей по рассрочке;Поздравляем с*покупкой*🎉;Напишите, как всё прошло, — оставьте продавцу отзыв.\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.\n\nОзнакомьтесь с*ними ещё раз, чтобы*списания платежей не*стали для вас неожиданностью.;На страницу заказа
146;B2C;DBS ПВЗ;Return performed;Авито Доставка;Вы*отменили заказ*— вместе с*ним отменилась рассрочка;Заказ отменён;Рассрочка отменилась вместе с*ним;Вы отказались от заказа;Рассрочка автоматически отменилась.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
147;B2C;DBS ПВЗ;Canceled from failed to check;Авито Доставка;Заказ в*рассрочку отменён*— продавец не*передал трек-номер;Заказ в рассрочку отменён;Продавец не*передал трек-номер;Заказ пришлось отменить: продавец не*передал трек номер;Рассрочка тоже автоматически отменилась.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
148;B2C;DBS ПВЗ;Canceled from unassembled;Авито Доставка;Заказ в*рассрочку отменён*— продавец не*передал трек-номер;Заказ в рассрочку отменён;Продавец не*передал трек-номер;Заказ пришлось отменить: продавец не*передал трек номер;Рассрочка тоже автоматически отменилась.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
149;B2C;DBS ПВЗ;Canceled from unperformed;Авито Доставка;Заказ в*рассрочку отменён*— продавец его не*отправил;Заказ отменён;Рассрочка отменилась вместе с*ним;Заказ пришлось отменить: продавец его не*отправил;Рассрочка тоже автоматически отменилась.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
150;B2C;DBS ПВЗ;Canceled;Авито Доставка;Вы*отменили заказ*— вместе с*ним отменилась рассрочка;Вы*отменили заказ;Рассрочка отменилась вместе с*ним;Вы*отменили заказ;Рассрочка тоже автоматически отменилась.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
151;B2C;DBS ПВЗ;Rejected;Авито Доставка;Продавец*отменил заказ*— рассрочка тоже автоматически отменилась;Продавец отменил заказ;Рассрочка отменилась вместе с*заказом;Продавец отменил заказ;Рассрочка тоже автоматически отменилась.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
152;B2C;DBS ПВЗ;Lost;Авито Доставка;Что-то случилось — заказ не*привезут. Рассрочка автоматически отменилась;Что то случилось* заказ не*доставят;Рассрочка отменилась;Служба доставки не*сможет привезти заказ;К*сожалению, в*пути возникли проблемы. Простите, что так вышло*🙏\n\nРассрочка автоматически отменилась.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
153;B2C;DBS ПВЗ;Canceled by stocks;Авито Доставка;Заказ пришлось отменить: другой покупатель оформил доставку чуть раньше. Рассрочка отменилась;Заказ в рассрочку пришлось отменить;Товар закончился;Заказ пришлось отменить: товар закончился*😔;Другой покупатель уже оформил доставку товара из*объявления «Фен dyson supersonic hd07 синий + Расчёски»*\n\nРассрочка автоматически отменилась. Если вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
154;B2C;rDBS;Paid;Авито Доставка;Заказ в*рассрочку оформлен, ждём подтверждения от*продавца;Заказ в рассрочку оформлен;Ждём, когда продавец его подтвердит;Заказ в рассрочку оформлен;Ждём, когда продавец его подтвердит. Напоминаем: это доставка силами продавца*— уточните у*него условия проверки и*возврата товара.\n\nВсе детали по*рассрочке, графику платежей и*погашению вынесли на*страницу заказа*— ознакомьтесь с ними.;На страницу заказа
155;B2C;rDBS;Confirmed;Авито Доставка;Заказ в рассрочку подтверждён. Примерный срок доставки*— до*1*июня;Заказ в рассрочку подтверждён;Срок доставки*— 1*июня;Заказ подтверждён;Продавец доставит его 1*июня.\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.;На страницу заказа
156;B2C;rDBS;Unconfirmed;Авито Доставка;Заказ отменён — продавец не*успел его подтвердить. Рассрочка автоматически отменилась;Заказ в рассрочку отменён;Продавец не*успел его подтвердить;Заказ отменён;Продавец не*успел его подтвердить. Рассрочка тоже отменилась. Попробуйте оформить заказ ещё раз.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
157;B2C;rDBS;Performed;Авито Доставка;Заказ в*рассрочку в*пути. Примерный срок доставки*— до*1*июня;Заказ в пути;Его доставят до*1*июня;Заказ в*пути;Его доставят 1*июня. Когда продавец укажет, что вручил посылку, подтвердите это на*странице заказа.\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.;На страницу заказа
158;B2C;rDBS;Rejected;Авито Доставка;Продавец*отменил заказ*— рассрочка тоже автоматически отменилась;Продавец отменил заказ;Рассрочка отменилась вместе с*заказом;Продавец отменил заказ;Рассрочка тоже автоматически отменилась.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
159;B2C;rDBS;Received;Авито Доставка;Подтвердите получение, если заказ в*рассрочку уже у*вас;Подтвердите получение;Если заказ доставили;Подтвердите получение;Продавец указал, что посылка доставлена. Если она у*вас, откройте страницу заказа и*нажмите «Заказ у*меня»*— мы*напишем продавцу, что всё хорошо и*можно принимать оплату.\n\nЕсли посылки*нет или с*ней что то не*так, нажмите «Заказ не*доставили» и*напишите продавцу.\n\n13*апреля заказ закроется автоматически.\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.;На страницу заказа
160;B2C;rDBS;Accepted;Авито Доставка;Поздравляем с*покупкой*🎉 Проверьте график платежей по*рассрочке;Поздравляем с*покупкой*🎉;Проверьте график платежей по рассрочке;Поздравляем с*покупкой*🎉;Напишите, как всё прошло, — оставьте продавцу отзыв.\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.\n\nОзнакомьтесь с*ними ещё раз, чтобы*списания платежей не*стали для вас неожиданностью.;На страницу заказа
161;B2C;rDBS;Название статуса не было указано;Авито Доставка;Поздравляем с*покупкой*🎉 Проверьте график платежей по*рассрочке;Поздравляем с*покупкой*🎉;Проверьте график платежей по рассрочке;Поздравляем с*покупкой*🎉;Продавец получит оплату*🍰\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.\n\nОзнакомьтесь с*ними ещё раз, чтобы*списания платежей не*стали для*вас сюрпризом.;На страницу заказа
162;B2C;rDBS;Canceled;Авито Доставка;Вы*отменили заказ*— вместе с*ним отменилась рассрочка;Вы*отменили заказ;Рассрочка отменилась вместе с*ним;Вы*отменили заказ;Рассрочка тоже автоматически отменилась.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
163;B2C;rDBS;Cancelled by logistician;Авито Доставка;Заказ в*рассрочку отменён*— вместе с*ним отменилась рассрочка;Заказ отменён;Рассрочка отменилась вместе с*ним;Всё хорошо, заказ отменён;Рассрочка тоже автоматически отменилась.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
164;B2C;rDBS;Accepted by logistician;Авито Доставка;Заказ закрыт*— проверьте график платежей по*рассрочке;Заказ закрыт;Проверьте график платежей по рассрочке;Заказ закрыт;К сожалению, отменить оплату не*получится*😔 Мы*изучили проблему и*приняли решение перевести деньги продавцу.\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.\n\nОзнакомьтесь с*ними ещё раз, чтобы*списания платежей не*стали для*вас сюрпризом.;На страницу заказа
165;B2C;rDBS;Canceled by stocks;Авито Доставка;Заказ пришлось отменить: товар закончился. Рассрочка автоматически отменилась;Заказ в рассрочку пришлось отменить;Товар закончился;Заказ пришлось отменить: товар закончился*😔;Рассрочка тоже автоматически отменилась.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
166;B2C;rDBS;Received (Арбитраж «Товар не у меня»);Авито Доставка;Подтвердите получение, если заказ в*рассрочку уже у*вас;Подтвердите получение;Продавец не*передал трек номер;Подтвердите получение;Продавец указал, что посылка доставлена. Если она у*вас, откройте страницу заказа и*нажмите «Заказ у*меня»*— мы*напишем продавцу, что всё хорошо и*можно принимать оплату.\n\nЕсли посылки*нет или с*ней что то не*так, нажмите «Заказ не*доставили» и*напишите продавцу.\n\n13*апреля заказ закроется автоматически.\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.;На страницу заказа
167;B2C;rDBS;Accepted by logistician / exaccepted after dispute (Арбитраж «Товар не у меня»);Авито Доставка;Заказ завершён*— проверьте график платежей по*рассрочке;Заказ завершён;Проверьте график платежей по рассрочке;Заказ завершён;Мы*убедились, что продавец доставил посылку и*может получить оплату.\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.\n\nОзнакомьтесь с*ними ещё раз, чтобы*списания платежей не*стали для вас неожиданностью.;На страницу заказа
168;B2C;rDBS;Canceled review by logistician (Арбитраж «Товар не у меня»);Авито Доставка;Заказ отменён*— вместе с*ним отменилась рассрочка;Заказ отменён;Рассрочка отменилась вместе с*ним;Всё хорошо, заказ отменён;Рассрочка тоже автоматически отменилась.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
169;B2C;rDBS;Cancel after performed (Арбитраж запроса отмены);;;Вы запросили отмену заказа в рассрочку;Мы узнаем у*продавца, получится*ли это сделать;Вы*запросили отмену заказа;На*всякий случай напишите продавцу в*чате. Если он не*ответит до*14*ноября включительно, к*вопросу подключится поддержка.\n\nЕсли передумаете, откройте страницу заказа и*нажмите «Не*отменять заказ».\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.;На страницу заказа
170;B2C;rDBS;Referee is here (Арбитраж запроса отмены);;;Продавец отклонил отмену заказа в рассрочку;Мы*узнаем, почему так вышло;Изучаем проблему;Продавец отклонил отмену заказа*— мы*узнаем, почему так вышло. Дождитесь нас или обсудите проблему с*продавцом*— возможно, вы*решите её*сами.\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.;На страницу заказа
171;B2C;rDBS;Accepted after dispute → confirmed (Арбитраж запроса отмены);;;Не получится отменить заказ в рассрочку;Его доставят 1*июня;Заказ доставят вам;К сожалению, не*получится его отменить. Посылка будет у*вас 1*июня. Если покупку уже привезли, но*статус заказа не*изменился, откройте страницу заказа и*нажмите «Заказ у*меня».\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.;На страницу заказа
172;B2C;rDBS;Accepted after dispute → performed (Арбитраж запроса отмены);;;Не получится отменить заказ в рассрочку;Его доставят 1*июня;Заказ доставят вам;К сожалению, не*получится его отменить. Посылка будет у*вас 1*июня. Если покупку уже привезли, но*статус заказа не*изменился, откройте страницу заказа и*нажмите «Заказ у*меня».\n\nЭто заказ в*рассрочку. Все детали по*ней, графику платежей и*погашению*— на*странице заказа.;На страницу заказа
173;B2C;rDBS;Accepted after dispute (Арбитраж запроса отмены);;;Заказ отменён;Рассрочка отменилась вместе с ним;Всё хорошо, заказ отменён;Рассрочка тоже автоматически отменилась.\n\nЕсли вносили какие то платежи в*счёт рассрочки, они вернутся вам. Обычно деньги приходят в*течение 3–5 дней, но*в*редких случаях это может занять больше времени.;На страницу заказа
174;B2C;PwS;Paid;Авито;Заказ в*рассрочку оформлен*— ждём, когда продавец его подготовит;Заказ в рассрочку оформлен;Ждём, когда продавец его подготовит;Заказ в рассрочку оформлен;Ждём, когда продавец его подготовит. Отслеживайте статус и*смотрите подробности о*заказе на*его странице.\n\nТуда*же вынесли все детали по*рассрочке, графику платежей и*погашению*— ознакомьтесь с ними.;На страницу заказа
175;B2C;PwS;Performed;Авито;Заказ в рассрочку готов. Адрес продавца и*код получения*— на*странице заказа;Заказ в*рассрочку готов;Заберите его у*продавца;Заберите заказ в*рассрочку до*1*июня включительно;Адрес продавца и код получения можно узнать на*странице заказа. Туда*же вынесли все детали по*рассрочке, графику платежей и*погашению.;На страницу заказа
176;B2C;PwS;Cancelled;Авито;Вы отменили заказ — вместе с*ним отменилась рассрочка;Вы отменили заказ;Рассрочка отменилась вместе с*ним;Вы*отменили заказ*— рассрочка тоже отменилась;Возможно, вам понравится что то другое*— посмотрите, какие товары есть в*продаже.;Посмотреть объявления
177;B2C;PwS;Unperformed;Авито;Заказ отменён — продавец не*успел его подготовить. Рассрочка тоже отменилась;Заказ в рассрочку отменён;Продавец не*успел его подготовить;Заказ пришлось отменить: продавец его*не*подготовил;Рассрочка тоже автоматически отменилась.\n\nПопробуйте подыскать похожий товар у кого то другого.;Посмотреть объявления
178;B2C;PwS;Rejected;Авито;Продавец*отменил заказ*— рассрочка тоже автоматически отменилась;Продавец отменил заказ;Рассрочка отменилась вместе с*заказом;Продавец отменил заказ*— рассрочка тоже отменилась;Возможно, товар закончился или с ним возникли проблемы.\n\nПопробуйте уточнить причину у продавца или подыскать похожее предложение.;На страницу заказа
179;B2C;PwS;Accepted;Авито;Поздравляем с*покупкой*🎉 Проверьте график платежей по*рассрочке;Поздравляем с*покупкой*🎉;Проверьте график платежей по*рассрочке;Поздравляем с*покупкой*🎉;Это заказ в*рассрочку.\n\nВсе детали по*ней, графику платежей и*погашению*— на*странице заказа. Ознакомьтесь с*ними ещё раз, чтобы*списания платежей не*стали для вас неожиданностью.;На страницу заказа
